date,HULL,OT
2022-03-11 01:30:00.00,0.9758,0.0
2022-03-11 01:45:00.00,0.9560,0.0
2022-03-11 02:00:00.00,0.9549,0.0
2022-03-11 02:15:00.00,0.9313,0.0
2022-03-11 02:30:00.00,0.9324,0.0
2022-03-11 02:45:00.00,0.9085,0.0
2022-03-11 03:00:00.00,0.9130,0.0
2022-03-11 03:15:00.00,0.8856,0.0
2022-03-11 03:30:00.00,0.8905,0.0
2022-03-11 03:45:00.00,0.8556,0.0
2022-03-11 04:00:00.00,0.8760,0.0
2022-03-11 04:15:00.00,0.8363,0.0
2022-03-11 04:30:00.00,0.8551,0.0
2022-03-11 04:45:00.00,0.7975,0.0
2022-03-11 05:00:00.00,0.8470,0.0
2022-03-11 05:15:00.00,0.7852,0.0
2022-03-11 05:30:00.00,0.8277,0.0
2022-03-11 05:45:00.00,0.7764,0.0
2022-03-11 06:00:00.00,0.8196,0.0
2022-03-11 06:15:00.00,0.7553,0.0
2022-03-11 06:30:00.00,0.8100,0.0
2022-03-11 06:45:00.00,0.7430,0.0
2022-03-11 07:00:00.00,0.8084,0.0
2022-03-11 07:15:00.00,0.7359,0.0
2022-03-11 07:30:00.00,0.8084,0.0
2022-03-11 07:45:00.00,0.7342,0.0
2022-03-11 08:00:00.00,0.8132,0.0
2022-03-11 08:15:00.00,0.7518,0.0
2022-03-11 08:30:00.00,0.8229,0.0
2022-03-11 08:45:00.00,0.7641,0.0
2022-03-11 09:00:00.00,0.8309,0.0
2022-03-11 09:15:00.00,0.8028,0.0
2022-03-11 09:30:00.00,0.8390,0.0
2022-03-11 09:45:00.00,0.8028,0.0
2022-03-11 10:00:00.00,0.8535,0.0
2022-03-11 10:15:00.00,0.8187,0.0
2022-03-11 10:30:00.00,0.8680,0.0
2022-03-11 10:45:00.00,0.8239,0.0
2022-03-11 11:00:00.00,0.8792,0.0
2022-03-11 11:15:00.00,0.8468,0.0
2022-03-11 11:30:00.00,0.8953,0.0
2022-03-11 11:45:00.00,0.8697,0.0
2022-03-11 12:00:00.00,0.9147,0.0
2022-03-11 12:15:00.00,0.8838,0.0
2022-03-11 12:30:00.00,0.9308,0.0
2022-03-11 12:45:00.00,0.8979,0.0
2022-03-11 13:00:00.00,0.9356,0.0
2022-03-11 13:15:00.00,0.9085,0.0
2022-03-11 13:30:00.00,0.9388,0.0
2022-03-11 13:45:00.00,0.9067,0.0
2022-03-11 14:00:00.00,0.9436,0.0
2022-03-11 14:15:00.00,0.9261,0.0
2022-03-11 14:30:00.00,0.9469,0.0
2022-03-11 14:45:00.00,0.9313,0.0
2022-03-11 15:00:00.00,0.9501,0.0
2022-03-11 15:15:00.00,0.9225,0.0
2022-03-11 15:30:00.00,0.9549,0.0
2022-03-11 15:45:00.00,0.9313,0.0
2022-03-11 16:00:00.00,0.9517,0.0
2022-03-11 16:15:00.00,0.9384,0.0
2022-03-11 16:30:00.00,0.9646,0.0
2022-03-11 16:45:00.00,0.9507,0.0
2022-03-11 17:00:00.00,0.9726,0.0
2022-03-11 17:15:00.00,0.9595,0.0
2022-03-11 20:00:00.00,0.9871,0.0
2022-03-11 20:30:00.00,0.9871,0.0
2022-03-11 20:45:00.00,0.9789,0.0
2022-03-11 21:00:00.00,0.9903,0.0
