date,Unnamed: 0,ajmer,barmer,jodhpur,bikaner,jalor,nagaur,hanumangarh
1970-01-01 00:00:00.019011111,313,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011112,314,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011113,315,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011114,316,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011115,317,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011116,318,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011117,319,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011118,320,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011119,321,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011120,322,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011121,323,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011122,324,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011123,325,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011124,326,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011125,327,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011126,328,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011127,329,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011128,330,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011129,331,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011130,332,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011201,333,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011202,334,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011203,335,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011204,336,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011205,337,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011206,338,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011207,339,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011208,340,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011209,341,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011210,342,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011211,343,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011212,344,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011213,345,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011214,346,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011215,347,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011216,348,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011217,349,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011218,350,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011219,351,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011220,352,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011221,353,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011222,354,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011223,355,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011224,356,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011225,357,5,0,13,0,0,0,0
1970-01-01 00:00:00.019011226,358,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011227,359,5,0,0,0,0,0,0
1970-01-01 00:00:00.019011228,360,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011229,361,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011230,362,0,0,0,0,0,0,0
1970-01-01 00:00:00.019011231,363,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020101,364,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020102,365,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020103,366,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020104,367,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020105,368,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020106,369,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020107,370,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020108,371,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020109,372,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020110,373,0,0,0,0,0,0,18
1970-01-01 00:00:00.019020111,374,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020112,375,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020113,376,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020114,377,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020115,378,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020116,379,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020117,380,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020118,381,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020119,382,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020120,383,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020121,384,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020122,385,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020123,386,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020124,387,0,0,0,0,0,0,0
